Smiles,IC50_uM,pIC50
Cc1cccc2c1OP(=O)(OC[C@H]1C[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]1O)OC2,0.38,6.420216403
COC(=O)CCCC=C(c1cc(C#N)c(OC)c(C(=O)OC)c1)c1cc(C#N)c(OC)c(C(=O)OC)c1,0.38,6.420216403
O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1cccs1)c1cccc([N+](=O)[O-])c1,0.38,6.420216403
N#Cc1ccc(Nc2nccc(NCc3ccc(F)cc3)n2)cc1,0.382,6.417936637
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.388,6.411168274
CC(O)(c1cccc(Br)c1)c1ccnc(Nc2ccc(C#N)cc2)n1,0.39,6.408935393
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CC(N)=O)[nH]c3ccc(Cl)c(F)c23)c1,0.39,6.408935393
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2oc(=O)ccc2c1)S(=O)(=O)c1ccc(N)cc1,0.398,6.400116928
CCc1c(C)[nH]c(=O)c(NC(C)=O)c1Cc1cc(C)cc(C)c1,0.398,6.400116928
c1([N+]([O-])=O)c(S(c2ccccc2)(=O)=O)ccc(C(O)=O)c1,0.398107171,6.4
O1CCN(CC(CN(CCO2)CCOCCOCC2)OC)CCOCCOCC1,0.398107171,6.4
Cc1c(C(C)c2c(F)cccc2F)nc(NC(C)C)[nH]c1=O,0.4,6.397940009
Cc1cc(C)cc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1,0.4,6.397940009
Cc1ccc(N(C(=O)c2cccs2)C(=S)OCCN2C(=O)c3ccccc3C2=O)cc1,0.4,6.397940009
Cc1cn(-c2ccc3c(C)nc(CCCCCCC(=O)c4ccccc4)n3n2)cn1,0.4,6.397940009
CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1,0.4,6.397940009
O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1ccccc1)c1ccccc1,0.4,6.397940009
C12OC(OC1)OC2,0.407380278,6.39
CC(=O)CSc1nc(O)c(C(C)C)c(Cc2cccc3ccccc23)n1,0.41,6.387216143
O=c1[nH]c2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc2c(=O)n1O,0.41,6.387216143
COc1ccc2c(CC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)cc(=O)oc2c1,0.4106,6.386581055
CCN(C(=O)NCC(=O)Nc1ccc(-c2ccc(CC(=O)O)cc2)cc1Cl)c1ccc(C(C)(C)C)cc1Cl,0.414,6.382999659
C(OCC)NC=O,0.416869383,6.38
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)C(=O)NCc3ccncc3)[nH]c3ccc(Cl)cc23)c1,0.417,6.379863945
Cc1ccc(-n2nccc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.42,6.37675071
CCOCn1c(C(=O)c2ccc(-c3ccccc3)cc2)cc(=O)n(O)c1=O,0.42,6.37675071
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc3ccc(O)cc3oc2=O)cc1,0.4207,6.376027488
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.421,6.375717904
CCc1c(Sc2cc(C)cc(C)c2)n(CCCCC(=O)NCCCCCCCCCCCCNc2ccn(C3CCC(CO)O3)c(=O)n2)c(=O)[nH]c1=O,0.43,6.366531544
CCOCn1c(Cc2ccc(-c3ccc(Cl)c(F)c3)cc2)cc(=O)n(O)c1=O,0.43,6.366531544
c12n(CCC1)nnn2,0.436515832,6.36
c12n(ncc1)CCN2,0.436515832,6.36
O=S1OCCO1,0.436515832,6.36
CCCN(C)c1nc([C@@H](OC)c2c(Cl)cccc2Cl)c(C)c(=O)[nH]1,0.438,6.358525889
Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(-n3cncn3)ccc12,0.44,6.356547324
N#CC1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC(n2cnc3c(=O)[nH]c(N)nc32)CC1O,0.444,6.35261703
Cc1c(Cl)nc(Nc2ccc(C#N)cc2)nc1Cc1c(F)cccc1F,0.445,6.351639989
c12n(nnn1)CCN2,0.446683592,6.35
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc(N)cc1,0.4508,6.346016093
N#Cc1ccc(Nc2cc(N)nc(Cc3c(Cl)cccc3Cl)n2)cc1,0.452,6.344861565
C1(C(O)=C(O)CC1)=O,0.45708819,6.34
C1(O)C(O)C(NC(C(CC(C)C)NC(C(Cc2ccccc2)NC(CNC(CNC(C(N)Cc(ccc(c3)O)c3)=O)=O)=O)=O)=O)C(O)OC1CO,0.45708819,6.34
O=C1CONC(C)=N1,0.45708819,6.34
O1CC(=O)NC(=O)C1,0.45708819,6.34
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cc(=O)oc3cc(O)ccc23)cc1,0.4586,6.33856595
[Pt-2]1(N)(NCCCCCN[Pt-2]2([OH+]C(=O)CC(=O)[OH+]2)N)[OH+]C(=O)CC(=O)[OH+]1,0.467735141,6.33
CO\C=C\CCCO,0.467735141,6.33
N(O)(C(=O)C)C(=O)C,0.467735141,6.33
O=C1CSC(=N)N1,0.467735141,6.33
O=C1CSC(=O)N1,0.467735141,6.33
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)C(=O)NCc3ccncn3)[nH]c3ccc(Cl)cc23)c1,0.47,6.327902142
Cc1cc(C#N)cc(C)c1Oc1ccnc(SCC(=O)Nc2ccccc2Cl)n1,0.473,6.325138859
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc3ccccc3oc2=O)cc1,0.4738,6.324404944
c12c(cccc1)noc2,0.478630092,6.32
c12n(cccc1)nnn2,0.478630092,6.32
S=C1SCCN1,0.478630092,6.32
Cc1cc(C)c(Nc2cc(OCCCN3CCOCC3)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,0.48,6.318758763
CN1BN(BN(C)B1)C,0.489778819,6.31
O=C1NC(CC=CC2)C12,0.489778819,6.31
CCOC(=O)c1ccc(CN2CCC(Nc3nc(Oc4c(C)cc(C#N)cc4C)c4ccsc4n3)CC2)cc1,0.498,6.302770657
C=CC(=O)N(C)c1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.5,6.301029996
Cc1c(C(C)c2c(F)cccc2F)nc(N(C)C)[nH]c1=O,0.5,6.301029996
Cc1c(Oc2ccc(F)cc2OCCn2ccc(=O)[nH]c2=O)cc(Cl)c2ccc(C#N)cc12,0.5,6.301029996
CCOc1ccc(N(C(=O)c2ccnc(Cl)c2)C(=S)OCCN2C(=O)c3ccccc3C2=O)cc1,0.5,6.301029996
N#Cc1ccc(Nc2nccc(Cc3c(F)cccc3F)n2)cc1,0.5,6.301029996
O=c1ccc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]1,0.5,6.301029996
CC1(C=CC(=O)C=C1)O,0.501187234,6.3
CC1=CC(OC(O)=C1)=O,0.501187234,6.3
CN1NC(C=CC1=O)=O,0.501187234,6.3
N(C(=O)C)C(=N)NC#N,0.501187234,6.3
N12C3(N1CCC3)CCC2,0.501187234,6.3
CC(C)(C)c1ccc(N(C(=O)CCC(=O)Nc2ccc(-c3ccc(OCC(=O)O)cc3)cc2Cl)C2CC2)c(Cl)c1,0.506,6.295849483
COc1ccc(CSc2nc(C(C#N)c3ccccc3Cl)c(C)c(=O)[nH]2)cc1,0.51,6.292429824
CC(C(NCCC)=N)=O,0.512861384,6.29
S=C1NCCCCC1,0.512861384,6.29
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3Cl)CC2)ncc1Br,0.519,6.284832642
Cc1cn(C2CC(O)C(C#N)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)c(=O)[nH]c1=O,0.523,6.281498311
C(=O)(OC)COCCC,0.52480746,6.28
C12N(COC1)CSC2,0.52480746,6.28
O=C1CSCC(=O)O1,0.52480746,6.28
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC(=O)NCc3ccncn3)[nH]c3ccc(Cl)cc23)c1,0.529,6.276544328
COc1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,0.53,6.27572413
Cc1ccnc([nH]nn2)c12,0.537031796,6.27
N(c1ccccc1)C(=O)C,0.537031796,6.27
Nn1nc(cccc2)c2n1,0.537031796,6.27
O=C1OCc(cncc2)c12,0.537031796,6.27
OC1=C2C(C=CC=C2)=C1O,0.537031796,6.27
Cc1c([C@@H](C)c2c(F)cccc2F)nc(SC2CCCC2)[nH]c1=O,0.54,6.26760624
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)c3ccccc3)[nH]c3ccc(Cl)cc23)c1,0.54,6.26760624
CCCNc1nc(C(OC)c2c(F)cccc2Cl)c(C)c(=O)[nH]1,0.54,6.26760624
COC(=O)CCC/C=C(\c1cccc(C#N)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.54,6.26760624
COC(c1nc(NC2CCCC2)[nH]c(=O)c1C)c1c(Cl)cccc1Cl,0.54,6.26760624
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)nc2ccn(COCc3ccccc3)c12,0.547,6.262012674
Cc1ccc(-n2c(C)cnc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.549,6.260427656
[O-][n+]1c(cc(N)cc1C)C,0.549540874,6.26
C(=N)(C(C)C)OC,0.549540874,6.26
C(c1ccccc1O)(O)=O,0.549540874,6.26
c1(C(C)(O)C(C)(O)c2ccc(OCCC[N+](C)(C)C)cc2)ccc(OCCC[N+](C)(C)C)cc1,0.549540874,6.26
C1(O)C(C#C)CCCCC1,0.549540874,6.26
C1C(C(C)=O)CC=C(C)C1,0.549540874,6.26
c1c(c(CNCCCNCCCCNCCCN)c(cccc2)c2c3CNCCCNCCCCNCCCN)c3ccc1,0.549540874,6.26
c1c(C)cc(C)[n+]([O-])c1C,0.549540874,6.26
CC1CCOS(=O)O1,0.549540874,6.26
N1C(=O)C(C#N)C(=O)C1=O,0.549540874,6.26
O=S1(CCC(=O)O1)=O,0.549540874,6.26
S1(=O)(=O)OCCCO1,0.549540874,6.26
C1C(=O)NS(=O)(=O)N1,0.549540874,6.26
Cc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,0.55,6.259637311
Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccc(C)cc3Cl)nc3ccccc32)c1,0.55,6.259637311
COc1cc2nc(Nc3ccc(C#N)cc3)nc(Nc3c(C)cc(/C=C/C#N)cc3C)c2cc1OC,0.55,6.259637311
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc(N)cc1,0.5544,6.256176778
C(N1NC(C=CC1=O)=O)O,0.562341325,6.25
CC1=NN(C(=O)NC1=O)C,0.562341325,6.25
CN(C(CC(O)C1)CC2)C12,0.562341325,6.25
N=C1SC=NN1,0.562341325,6.25
N12N(CCC1=O)C(=O)CC2,0.562341325,6.25
O(C1=NN(C(=O)C=C1)C)C,0.562341325,6.25
O=C1CCC(CCC2=O)N12,0.562341325,6.25
O1C(CC)=C(O)C(=O)C=C1,0.562341325,6.25
OC1C(C(=O)C1(C)C)(C)C,0.562341325,6.25
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(N(C)C(=O)CCl)c2ccc(C#N)cc12,0.57,6.244125144
COC(c1nc(SC(C)C)[nH]c(=O)c1C)c1c(F)cccc1F,0.57,6.244125144
[N+]1(C)(C)C(C([O-])=O)CCC1,0.575439937,6.24
C(c1nsnc1C)CO,0.575439937,6.24
CC(C(N(CC)CC)=O)=O,0.575439937,6.24
CC1CN(C(C)C2)SN12,0.575439937,6.24
CCC(N(C(C)(C)C)O)=O,0.575439937,6.24
n1nscc1C(OC)=O,0.575439937,6.24
Oc1on[n+](CSC2)c12,0.575439937,6.24
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCCC3)[nH]c3ccc(Cl)cc23)c1,0.581,6.235823868
C(=N)(NC#N)NC#N,0.588843655,6.23
C(CC(C(O)=O)N)C(O)=O,0.588843655,6.23
C1(C)C(C)SC(=O)S1,0.588843655,6.23
C1CC1=C(C(OC)=O)Cl,0.588843655,6.23
Cc1cc(nn(nnc2)c12)C,0.588843655,6.23
N(c1nccnc1)N=O,0.588843655,6.23
N1(C)N(C)C1c2ccccc2,0.588843655,6.23
O=C1C=Cc(cccc2)c2O1,0.588843655,6.23
O=C1CCc(cccc2)c2O1,0.588843655,6.23
O=C1OC(CSC2)C2O1,0.588843655,6.23
O1C(CN(C=CC(=O)N2)C2=O)OCC1CO,0.588843655,6.23
Cc1nc(CCCCCCC(=O)c2ccccc2)n2ncccc12,0.59,6.229147988
Cc1ccc(-c2ccccc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.592,6.227678293
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc3oc(=O)ccc3c2)cc1,0.5974,6.223734782
C=C(C)[C@H]1CCc2c(c(C)cc(O)c(=O)c2O)C1,0.6,6.22184875
CCC1(c2cccc(Cl)c2)Oc2ccccc2-n2cccc2C1=O,0.6,6.22184875
C(N)(C(O)=O)C(S)(C)C,0.602559586,6.22
c1(C(O)=O)cc(C(c2cc(C(O)=O)c(cc2)O)=C3C=C(C(O)=O)C(=O)C=C3)ccc1O,0.602559586,6.22
C1(O)=CC(=O)N(CCC2)C2=C1,0.602559586,6.22
c1c(C(N(C)O)=O)cccc1,0.602559586,6.22
C1C(NC(=O)C2)C2C3(CC3)C1,0.602559586,6.22
C1c2c(c(C)no2)C(CC1)=O,0.602559586,6.22
C1CC(CC=C)C(=O)N1C=C,0.602559586,6.22
Cc1ncc(c[n+]([O-])cc2)n12,0.602559586,6.22
O=C1OCc(cc[n+]([O-])c2)c12,0.602559586,6.22
Cc1c(N)nc(Nc2ccc(C#N)cc2)nc1Cc1c(F)cccc1F,0.603,6.219682688
C#C[C@]1(CO)O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O,0.61,6.214670165
C(c1cc(ccc1C)O)(O)=O,0.616595002,6.21
C(c1ccc(C)cc1O)(O)=O,0.616595002,6.21
C(c1nc(ncc1N)C)(O)=O,0.616595002,6.21
C(N1CCCCCC1=O)(=O)C,0.616595002,6.21
C1(=N)C=CN(CCO)C(=O)N1,0.616595002,6.21
C1(C)C(C)(C)C(CC12)CC2=O,0.616595002,6.21
C1(C)C(C)(C)C(CC12)CC2O,0.616595002,6.21
C1(CCl)(CCl)COC1,0.616595002,6.21
C1=CC2C(C(CC2)C1(C)O)O,0.616595002,6.21
C12(C(=O)OCC1)CCCC2=O,0.616595002,6.21
C1C(CCN(CC)CC)(C2CCCCC2)C(=O)NC(=O)C1,0.616595002,6.21
CC1(CC(C)N2C1=NCC2)C,0.616595002,6.21
N1C(=O)C(C(C)=O)C(=O)C1=O,0.616595002,6.21
S1(=O)(=O)OCCCCO1,0.616595002,6.21
COC(c1nc(NC(C)C)[nH]c(=O)c1C)c1c(F)cccc1F,0.62,6.207608311
CC(O)(c1cccc(F)c1)c1ccnc(Nc2ccc(C#N)cc2)n1,0.63,6.200659451
CC1(C)OC(=O)Nc2cccc(Oc3cc(Cl)cc(C#N)c3)c21,0.63,6.200659451
CSc1ccc2c(C)nc(CCCCCCC(=O)c3ccccc3)n2n1.Cl,0.63,6.200659451
[N+]1(C)(C)C(C([O-])=O)CC(O)C1,0.630957344,6.2
C(C(O)=O)#CC(O)=O,0.630957344,6.2
C(C1C(Nc(cccn2)c12)=O)#N,0.630957344,6.2
C(N1CC(CCC2)OC12)CO,0.630957344,6.2
C(N1CC(OC(C)C1)C)CO,0.630957344,6.2
C1(CO)C(O)C(O)C(O)C(OC2C(C(O)C(C3)O)N3CCC2)O1,0.630957344,6.2
C1C\C(=N/O)\C(CN(C)C)C1,0.630957344,6.2
c1cc(c(nccc2)c2)ncc1,0.630957344,6.2
N1(C=O)CCN(C=S)CC1,0.630957344,6.2
N1NC(=S)NC(=O)C1(C)C,0.630957344,6.2
NN1C(Nn(cnn2)c12)=S,0.630957344,6.2
O=C1OC(=O)N(CSC2)C12,0.630957344,6.2
O=S1(C=C(CCCC2)C12)=O,0.630957344,6.2
OC1C2OC(C(C(=O)O3)C2)C13,0.630957344,6.2
CCc1c(C)[nH]c(=O)c(N2CCCCC2)c1Cc1cc(C)cc(C)c1,0.631,6.199970641
C(c1c(c(C)n(CCN2)c12)C)#N,0.645654229,6.19
C1(=O)N(C)COCN1COC,0.645654229,6.19
C1=CC(=NN(C)C2=O)C(=C2)C=C1,0.645654229,6.19
C12C3C(C4C3C1C45NC(N6)=O)C256,0.645654229,6.19
c1c(CC#N)c(C(O)=O)ccc1,0.645654229,6.19
c1cc(NN(C)C(=O)C2)c2cc1,0.645654229,6.19
CC(C(Nc1ccccc1)=N)=O,0.645654229,6.19
CC1(COC(=O)N1)C,0.645654229,6.19
Cc1cc(cc(nnc2C)n12)C,0.645654229,6.19
O=S1CC(OC(=O)O2)C2C1,0.645654229,6.19
OC1=CC(Oc(cccc2)c12)=O,0.645654229,6.19
Oc1ccc(C=CC(=O)O2)c2c1,0.645654229,6.19
OCC1(COC(OC1)(C)C)C,0.645654229,6.19
CCN(c1nc(Nc2ccc(C#N)cc2)nc(Oc2c(C)cc(C)cc2C)n1)N1CCOCC1,0.65,6.187086643
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCCC3)[nH]c3ccc(Cl)cc23)c1,0.66,6.180456064
C(C1(CSSC1)N)(O)=O,0.660693448,6.18
C(c1cocc1)(=O)CCC(C)C,0.660693448,6.18
C(c1onc(cccc2)c12)(O)=O,0.660693448,6.18
C(C1SCCCS1)(O)=O,0.660693448,6.18
C(N1NOC(=N)N1)CC,0.660693448,6.18
C(P1(CNC(=O)NC1)=O)N,0.660693448,6.18
C1(C)=CCC(C#N)(CC2)C(C12)O,0.660693448,6.18
c1(NC=O)cccc(C(N)=O)c1,0.660693448,6.18
C1=CC2(CC2)C3C1N(O)C(=O)C3,0.660693448,6.18
C1=CN(C)C(=O)C(C#N)=C1OC,0.660693448,6.18
C12C(CC(O3)C13)C(C(O4)C45)CC25,0.660693448,6.18
C12C(OCC1)=NC(CCO3)C3=N2,0.660693448,6.18
C12C3(C(C4C3C15)C2C45CO)CO,0.660693448,6.18
C1C(C)=CC=NN(C(C2C)=O)C12,0.660693448,6.18
c1c(F)cc(NC(=O)C2=O)c2c1,0.660693448,6.18
c1c(NC=O)ccc(C(N)=O)c1,0.660693448,6.18
CC(N(Cc1ccccc1)O)=O,0.660693448,6.18
n1ccc(SCC(=O)N2)c2c1,0.660693448,6.18
Nc1nc(nc(n(nc2)C)c12)C,0.660693448,6.18
O(c1nnc(C)o1)CC,0.660693448,6.18
O=C1C(C=C(C)C=C(C)N1C)C,0.660693448,6.18
O=C1NC(=Cc(nc(C)n2)n12)C,0.660693448,6.18
Oc1c(ncc(C(OC2)=O)c12)C,0.660693448,6.18
S(C1=NC(ON1)=N)(=O)(=O)C,0.660693448,6.18
Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc3ccccc32)c1,0.67,6.173925197
Cc1ccc(C(=O)CSc2nc(O)c(C)c(Cc3cccc4ccccc34)n2)cc1,0.67,6.173925197
COc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.67,6.173925197
COc1ccc(Sc2nc(O)c(C)c(Cc3c(F)cccc3F)n2)cc1,0.67,6.173925197
[N+](c1cc(c(C)nc1O)C)([O-])=O,0.676082975,6.17
C(/C)(=C/C=C(\C)/C(O)=O)\C(O)=O,0.676082975,6.17
C(c1cocc1)(=O)CCC(O)C,0.676082975,6.17
C(N1NC(C=CC1=O)=O)CCC,0.676082975,6.17
C1(=O)N(CCC=O)NC(=O)C=C1,0.676082975,6.17
c1(Br)cc(C(c2cc(Br)c(OC)c(C(O)=O)c2)=O)cc(C(O)=O)c1OC,0.676082975,6.17
c1(C(O)=O)cc(C(c2cc(C(O)=O)c(O)c(Cl)c2)CCCCCCCCCC)cc(Cl)c1O,0.676082975,6.17
C1(C)=CC(c2c(N1)ns(nc2O)(O)=O)=O,0.676082975,6.17
C1(C)C(C)(C)C(CC12)CC(=O)N2,0.676082975,6.17
C1(C)C(C)(C)C2CC1\C(=N\O)\C2,0.676082975,6.17
C1(C)CCCC(CCC2CC)N12,0.676082975,6.17
c12n(cnn1)ncc(cccc3)c23,0.676082975,6.17
c1c(C(OC)OC)c(C)ncc1,0.676082975,6.17
C1C(C)(C)C2CC1(C)\C(=N\O)\C2,0.676082975,6.17
C1C(C2C(C3)CON2)N3CCC1,0.676082975,6.17
CC1(CCCC2C1=NOC2O)C,0.676082975,6.17
CC1OC(Nc(c(n[nH]2)C)c12)=O,0.676082975,6.17
CN(C(CCC1)CNC(=O)C2)C12,0.676082975,6.17
N(C(C)C)C(=N)NC#N,0.676082975,6.17
Nc1cccc(cn[nH]2)c12,0.676082975,6.17
O=C1C(CCCC=C)CCCN1,0.676082975,6.17
C1C(=O)NC(CC2C1C)C2(C)C,0.676082975,6.17
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc([N+](=O)[O-])cc3)CC2)nc2ccsc12,0.69,6.161150909
COCc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.69,6.161150909
C(/c(ccc(C(N)=N)c1)c1O)=C\c(ccc(c2)C(N)=N)c2,0.691830971,6.16
C(/C(F)(F)F)=N\NC(=S)N,0.691830971,6.16
C(/C1CC1)(\C)=N\OCCC(O)=O,0.691830971,6.16
C(=C\CCNC=O)/[Si](C)(C)C,0.691830971,6.16
C(C)(CCC(C)C(O)=O)C(O)=O,0.691830971,6.16
C(C)(CCC(O)=O)CCC(O)=O,0.691830971,6.16
C(c1cnnc(cccc2)c12)(O)=O,0.691830971,6.16
C(N1N=NNC1=N)=C=C,0.691830971,6.16
C1(=O)OC(C)(CO)C(CCC2)N12,0.691830971,6.16
C1(C(O)C(C)(C)COC1(C)C)=O,0.691830971,6.16
c12c(cccc1)NC(N2)=CC(C)=O,0.691830971,6.16
c1sc(NCC(NO)=O)nn1,0.691830971,6.16
CC(N(OC(CC(C)=O)=O)C)=O,0.691830971,6.16
CCOC\C=N\CC(OCC)=O,0.691830971,6.16
N(\C=N\C(C(OC)=O)(C)C)(C)C,0.691830971,6.16
N(c1ccc(C)cc1)C(=N)NC#N,0.691830971,6.16
N(CC)(CC)C(S)=S,0.691830971,6.16
N1(C(C)=O)CCN(C=S)CC1,0.691830971,6.16
N1(COCC)COCN(C)C1=O,0.691830971,6.16
O(C1OCN(C)CC1(C)C)CC,0.691830971,6.16
O=C1NC(c2c(cccc2)CC3)C13,0.691830971,6.16
O=S(C(CCC1)CC(=O)C2)C12,0.691830971,6.16
O=S1(CC(C(OC23)C=C2)C13)=O,0.691830971,6.16
S(c1ncnc(SC)c1)C,0.691830971,6.16
Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(-n3ccnc3C)ccc12,0.7,6.15490196
COC(=O)CCC/C=C(/c1ccc(C#N)cc1)c1cc(C)c2onc(OC)c2c1,0.7,6.15490196
O=c1nc(Nc2ccc(-c3cnc4ccccc4c3)cc2)c2cccnc2n1O,0.7,6.15490196
COc1ccc2cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)c(=O)oc2c1,0.7057,6.151379883
[N+](c1cc[n+]([O-])cc1)([O-])=O,0.707945784,6.15
C(C)(C)C(C(C(C(C)C)F)=O)O,0.707945784,6.15
C(c1cc(nnc1O)Cl)(O)=O,0.707945784,6.15
C(O)(C(=O)NN)C(O)C(=O)NN,0.707945784,6.15
C(S\C=C\C(O)=O)CC(O)=O,0.707945784,6.15
C1=CN2C(NC(C)=C2C(C)=O)C=C1,0.707945784,6.15
c1c(C(=O)N(C2=O)O)c2cc(N)c1,0.707945784,6.15
c1cc(C(O)(C)C(=O)N2C)c2cc1,0.707945784,6.15
c1ccc(N2NC(=O)CCC2)cc1,0.707945784,6.15
C1OC(C)(C)OCC1(CO)CO,0.707945784,6.15
C1SCC2(COC2)CSC1,0.707945784,6.15
CC(C(NCc1ccccc1)=N)=O,0.707945784,6.15
ClP1Nc(ncnc2)c2N1,0.707945784,6.15
n1c(\C=C\C(OCC)=O)cccc1,0.707945784,6.15
O=C1CCN(CCC2)CC12,0.707945784,6.15
O=S1C(SC(C)CC1C)C,0.707945784,6.15
O1C(=O)NC(=O)C1c2ccccc2,0.707945784,6.15
S(c1n(cnc1N)C)(=O)(=O)N,0.707945784,6.15
S1(=O)(=O)CC(C(OC)=O)=CC1,0.707945784,6.15
CC(C)(C)c1ccc(N(CC(F)(F)F)C(=O)CCC(=O)Nc2ccc(-c3ccc(OCC(=O)O)cc3)cc2Cl)c(Cl)c1,0.718,6.143875556
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccccc3)C2)ncc1Br,0.718,6.143875556
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2ccc(Cl)cc2)n1,0.72,6.142667504
Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(-n3ccnn3)ccc12,0.72,6.142667504
CCc1c(C)nc(O)c(NC(=O)CNC(=O)CN)c1Cc1cc(C)cc(C)c1,0.72,6.142667504
C#CCN(C(N(C)CC#C)=O)N=O,0.72443596,6.14
C(N1C(NC(=O)c(con2)c12)=O)C,0.72443596,6.14
C1(=O)c(scc2)c2NC(=O)CC1,0.72443596,6.14
C1(C(CCC)=O)=CN(C)C(=O)C=C1,0.72443596,6.14
c1(NC(\C=C\C(O)=O)=O)[nH]ncn1,0.72443596,6.14
C1(O)(C)CCC(C#N)(CC2)C(C12)O,0.72443596,6.14
c1(O)c(NC(C)=O)c(NC)ccn1,0.72443596,6.14
C1C(O)(C(OC)=O)C(C=C)=CC1C,0.72443596,6.14
CC1(COP(OC)(=O)OC1)C,0.72443596,6.14
N#CCC(N1CCCCCCC1)=O,0.72443596,6.14
N#CCC(N1CCCOCCC1)=O,0.72443596,6.14
O=C1NC(=O)C(C(NC(=O)C2)=O)C12,0.72443596,6.14
c1c(\C=N\O)ccc(OC)c1OC,0.72443596,6.14
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2ccc(Br)cc2)n1,0.728,6.137868621
C[C@H]1[C@H](C)Oc2c3c(c4c(-c5ccccc5)cc(=O)oc4c2[C@H]1O)OC(C)(C)C=C3,0.73,6.13667714
